PhD,st_abbr,countyname,pollutant,revoked_naaqs,area_name,split,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,effec_rede,nonattain,class,part,population,fips_state,fips_cnty,pollorder,composid,exportdt
MISSOURI,MO,Jackson County,1-Hour Ozone (1979),Revoked,"Kansas City, MO-KS",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/92,,Other,W,674158,29,095,I,Ozone_1-hr.1990.Kansas_City,4/30/22
MISSOURI,MO,Jackson County,Sulfur Dioxide (2010),,"Jackson County, MO",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,19,20,21,3/2/22,,,P,57293,29,095,A,SO2.2010.Kansas_City,4/30/22
MISSOURI,MO,Jefferson County,1-Hour Ozone (1979),Revoked,"St. Louis, MO-IL",FALSE,92,93,94,95,96,97,98,99,00,01,02,,,,,,,,,,,,,,,,,,,,5/12/03,,Serious,W,218733,29,099,D,Ozone_1-hr.1990.St_Louis,4/30/22
MISSOURI,MO,Jefferson County,8-Hour Ozone (1997),Revoked,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,2/20/15,,Moderate,W,218733,29,099,e,Ozone_8-hr.1997.St_Louis,4/30/22
MISSOURI,MO,Jefferson County,8-Hour Ozone (2008),,"St. Louis-St. Charles-Farmington, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,,,,,9/20/18,,Marginal,W,218733,29,099,f,Ozone_8-hr.2008.St_Louis,4/30/22
MISSOURI,MO,Jefferson County,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,218733,29,099,f,Ozone_8-hr.2015.St_Louis,4/30/22
MISSOURI,MO,Jefferson County,Lead (1978),,"Jefferson County (part); Herculaneum, MO",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,2560,29,099,A,Lead.1992.Herculaneum,4/30/22
MISSOURI,MO,Jefferson County,Lead (2008),,"Jefferson County, MO",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,4814,29,099,A,Lead.2008.Herculaneum,4/30/22
MISSOURI,MO,Jefferson County,PM-2.5 (1997),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,,,,,10/2/18,,Moderate,W,218733,29,099,e,PM-2.5.1997.St_Louis,4/30/22
MISSOURI,MO,Jefferson County,Sulfur Dioxide (2010),,"Jefferson County, MO",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,19,20,21,2/28/22,,,P,61933,29,099,A,SO2.2010.Herculaneum,4/30/22
MISSOURI,MO,New Madrid County,Sulfur Dioxide (2010),,"New Madrid County, MO",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,  -   -,Yes,,P,2,29,143,A,SO2.2010.New_Madrid_Co,4/30/22
MISSOURI,MO,Platte County,1-Hour Ozone (1979),Revoked,"Kansas City, MO-KS",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/92,,Other,W,89322,29,165,I,Ozone_1-hr.1990.Kansas_City,4/30/22
MISSOURI,MO,Reynolds County,Lead (2008),,"Iron, Dent, and Reynolds Counties, MO",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,101,29,179,A,Lead.2008.Iron,4/30/22
MISSOURI,MO,St. Charles County,1-Hour Ozone (1979),Revoked,"St. Louis, MO-IL",FALSE,92,93,94,95,96,97,98,99,00,01,02,,,,,,,,,,,,,,,,,,,,5/12/03,,Serious,W,360485,29,183,D,Ozone_1-hr.1990.St_Louis,4/30/22
MISSOURI,MO,St. Charles County,8-Hour Ozone (1997),Revoked,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,2/20/15,,Moderate,W,360485,29,183,e,Ozone_8-hr.1997.St_Louis,4/30/22
MISSOURI,MO,St. Charles County,8-Hour Ozone (2008),,"St. Louis-St. Charles-Farmington, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,,,,,9/20/18,,Marginal,W,360485,29,183,f,Ozone_8-hr.2008.St_Louis,4/30/22
MISSOURI,MO,St. Charles County,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,360485,29,183,f,Ozone_8-hr.2015.St_Louis,4/30/22
MISSOURI,MO,St. Charles County,PM-2.5 (1997),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,,,,,10/2/18,,Moderate,W,360485,29,183,e,PM-2.5.1997.St_Louis,4/30/22
MISSOURI,MO,St. Louis County,1-Hour Ozone (1979),Revoked,"St. Louis, MO-IL",FALSE,92,93,94,95,96,97,98,99,00,01,02,,,,,,,,,,,,,,,,,,,,5/12/03,,Serious,W,998954,29,189,D,Ozone_1-hr.1990.St_Louis,4/30/22
MISSOURI,MO,St. Louis County,8-Hour Ozone (1997),Revoked,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,2/20/15,,Moderate,W,998954,29,189,e,Ozone_8-hr.1997.St_Louis,4/30/22
MISSOURI,MO,St. Louis County,8-Hour Ozone (2008),,"St. Louis-St. Charles-Farmington, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,,,,,9/20/18,,Marginal,W,998954,29,189,f,Ozone_8-hr.2008.St_Louis,4/30/22
MISSOURI,MO,St. Louis County,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,998954,29,189,f,Ozone_8-hr.2015.St_Louis,4/30/22
MISSOURI,MO,St. Louis County,Carbon Monoxide (1971),,"St. Louis, MO",FALSE,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,3/29/99,,Not Classified,P,908233,29,189,D,CO.1990.St_Louis,4/30/22
MISSOURI,MO,St. Louis County,PM-2.5 (1997),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,,,,,10/2/18,,Moderate,W,998954,29,189,e,PM-2.5.1997.St_Louis,4/30/22
MISSOURI,MO,St. Louis city,1-Hour Ozone (1979),Revoked,"St. Louis, MO-IL",FALSE,92,93,94,95,96,97,98,99,00,01,02,,,,,,,,,,,,,,,,,,,,5/12/03,,Serious,W,319294,29,510,D,Ozone_1-hr.1990.St_Louis,4/30/22
MISSOURI,MO,St. Louis city,8-Hour Ozone (1997),Revoked,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,2/20/15,,Moderate,W,319294,29,510,e,Ozone_8-hr.1997.St_Louis,4/30/22
MISSOURI,MO,St. Louis city,8-Hour Ozone (2008),,"St. Louis-St. Charles-Farmington, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,,,,,9/20/18,,Marginal,W,319294,29,510,f,Ozone_8-hr.2008.St_Louis,4/30/22
MISSOURI,MO,St. Louis city,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,319294,29,510,f,Ozone_8-hr.2015.St_Louis,4/30/22
MISSOURI,MO,St. Louis city,Carbon Monoxide (1971),,"St. Louis, MO",FALSE,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,3/29/99,,Not Classified,W,319294,29,510,D,CO.1990.St_Louis,4/30/22
MISSOURI,MO,St. Louis city,PM-2.5 (1997),,"St. Louis, MO-IL",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,,,,,10/2/18,,Moderate,W,319294,29,510,e,PM-2.5.1997.St_Louis,4/30/22
MONTANA,MT,Cascade County,Carbon Monoxide (1971),,"Great Falls, MT",FALSE,92,93,94,95,96,97,98,99,00,01,,,,,,,,,,,,,,,,,,,,,7/8/02,,Not Classified,P,57573,30,013,D,CO.1990.Great_Falls,4/30/22
MONTANA,MT,Flathead County,PM-10 (1987),,"Columbia Falls, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,,,7/27/20,,Moderate,P,4610,30,029,B,PM-10.1990.Columbia_Falls,4/30/22
MONTANA,MT,Flathead County,PM-10 (1987),,"Flathead County; Whitefish and vicinity, MT",FALSE,,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,6138,30,029,B,PM-10.1990.Whitefish,4/30/22
MONTANA,MT,Flathead County,PM-10 (1987),,"Kalispell, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,,,7/27/20,,Moderate,P,18422,30,029,B,PM-10.1990.Kalispell,4/30/22
MONTANA,MT,Lake County,PM-10 (1987),,"Polson, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,4099,30,047,B,PM-10.1990.Polson,4/30/22
MONTANA,MT,Lake County,PM-10 (1987),,"Ronan, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,2734,30,047,B,PM-10.1990.Ronan,4/30/22
MONTANA,MT,Lewis and Clark County,Lead (1978),,"East Helena Area (Lewis and Clark Co.), MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,,,10/11/19,,,P,2669,30,049,A,Lead.1992.East_Helena,4/30/22
MONTANA,MT,Lewis and Clark County,Sulfur Dioxide (1971),,"East Helena Area (Lewis and Clark Co.), MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,,,10/11/19,,"Primary, Secondary",P,2669,30,049,B,SO2.1978.East_Helena,4/30/22
MONTANA,MT,Lincoln County,PM-10 (1987),,"Libby, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,,,7/27/20,,Moderate,P,3378,30,053,B,PM-10.1990.Libby,4/30/22
MONTANA,MT,Lincoln County,PM-2.5 (1997),,"Libby, MT",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,9429,30,053,e,PM-2.5.1997.Libby,4/30/22
MONTANA,MT,Missoula County,Carbon Monoxide (1971),,"Missoula, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,,,,,,,,,,,,,,,,9/17/07,,Moderate <= 12.7ppm,P,59733,30,063,C,CO.1990.Missoula,4/30/22
MONTANA,MT,Missoula County,PM-10 (1987),,"Missoula, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,,,6/24/19,,Moderate,P,59733,30,063,B,PM-10.1990.Missoula,4/30/22
MONTANA,MT,Rosebud County,PM-10 (1987),,"Lame Deer, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,527,30,087,B,PM-10.1990.Lame_Deer,4/30/22
MONTANA,MT,Sanders County,PM-10 (1987),,"Sanders County (part); Thompson Falls and vicinity, MT",FALSE,,,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,1317,30,089,B,PM-10.1990.Thompson_Falls,4/30/22
MONTANA,MT,Silver Bow County,PM-10 (1987),,"Butte, MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,,7/26/21,,Moderate,P,34201,30,093,B,PM-10.1990.Butte,4/30/22
MONTANA,MT,Yellowstone County,Carbon Monoxide (1971),,"Billings, MT",FALSE,92,93,94,95,96,97,98,99,00,01,,,,,,,,,,,,,,,,,,,,,4/22/02,,Not Classified,P,104360,30,111,D,CO.1990.Billings,4/30/22
MONTANA,MT,Yellowstone County,Sulfur Dioxide (1971),,"Laurel Area (Yellowstone County), MT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Primary,P,6525,30,111,A,SO2.1978.Laurel,4/30/22
MONTANA,MT,Yellowstone County,Sulfur Dioxide (2010),,"Billings, MT",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,,,,,,,6/9/16,,,P,2621,30,111,A,SO2.2010.Billings,4/30/22
NEBRASKA,NE,Douglas County,Lead (1978),,"Douglas Co, NE",FALSE,92,93,94,95,96,97,98,99,00,,,,,,,,,,,,,,,,,,,,,,6/19/01,,,P,1242,31,055,A,Lead.1992.Omaha,4/30/22
NEVADA,NV,Carson City,Carbon Monoxide (1971),,"Lake Tahoe, NV",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,,,,,,,,,,,,,,,,,,,2/13/04,,Not Classified,P,10342,32,510,D,CO.1990.Lake_Tahoe,4/30/22
NEVADA,NV,Clark County,8-Hour Ozone (1997),Revoked,"Las Vegas, NV",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,,,,,,,,,,2/7/13,,Marginal,P,1918819,32,003,f,Ozone_8-hr.1997.Las_Vegas,4/30/22
NEVADA,NV,Clark County,8-Hour Ozone (2015),,"Las Vegas, NV",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,P,1892250,32,003,f,Ozone_8-hr.2015.Las_Vegas,4/30/22
NEVADA,NV,Clark County,Carbon Monoxide (1971),,"Las Vegas, NV",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,,,,,,,,,,,,,9/27/10,,Serious,P,679034,32,003,A,CO.1990.Las_Vegas,4/30/22
NEVADA,NV,Clark County,PM-10 (1987),,"Clark Co, NV",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,,,,,,,,,11/5/14,,Serious,P,1951248,32,003,A,PM-10.1990.Las_Vegas,4/30/22
NEVADA,NV,Douglas County,Carbon Monoxide (1971),,"Lake Tahoe, NV",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,,,,,,,,,,,,,,,,,,,2/13/04,,Not Classified,P,10401,32,005,D,CO.1990.Lake_Tahoe,4/30/22
NEVADA,NV,Washoe County,1-Hour Ozone (1979),Revoked,"Reno, NV",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,421407,32,031,G,Ozone_1-hr.1990.Reno,4/30/22
NEVADA,NV,Washoe County,Carbon Monoxide (1971),,"Lake Tahoe, NV",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,,,,,,,,,,,,,,,,,,,2/13/04,,Not Classified,P,12516,32,031,D,CO.1990.Lake_Tahoe,4/30/22
NEVADA,NV,Washoe County,Carbon Monoxide (1971),,"Reno, NV",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,,,,,,,,,,,,,,,8/4/08,,Moderate <= 12.7ppm,P,221743,32,031,C,CO.1990.Reno,4/30/22
NEVADA,NV,Washoe County,PM-10 (1987),,"Washoe Co, NV",FALSE,,,,,,,,,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,,,,,,,1/7/16,,Serious,P,421404,32,031,A,PM-10.1990.Reno,4/30/22
NEVADA,NV,White Pine County,Sulfur Dioxide (1971),,"Central Steptoe Valley (White Pine Co.), NV",FALSE,92,93,94,95,96,97,98,99,00,01,,,,,,,,,,,,,,,,,,,,,6/11/02,,Primary,P,2165,32,033,A,SO2.1978.Central_Steptoe_Valley,4/30/22
NEW HAMPSHIRE,NH,Cheshire County,1-Hour Ozone (1979),Revoked,"Cheshire Co, NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Incomplete Data,W,77117,33,005,K,Ozone_1-hr.1990.Cheshire_Co,4/30/22
NEW HAMPSHIRE,NH,Hillsborough County,1-Hour Ozone (1979),Revoked,"Boston-Lawrence-Worcester (E. Mass), MA-NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,P,202700,33,011,D,Ozone_1-hr.1990.Boston,4/30/22
NEW HAMPSHIRE,NH,Hillsborough County,1-Hour Ozone (1979),Revoked,"Manchester, NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,P,198021,33,011,G,Ozone_1-hr.1990.Manchester,4/30/22
NEW HAMPSHIRE,NH,Hillsborough County,8-Hour Ozone (1997),Revoked,"Boston-Manchester-Portsmouth (SE), NH",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,,,,,,,,,,3/4/13,,Moderate,P,347992,33,011,e,Ozone_8-hr.1997.Boston_NH,4/30/22
NEW HAMPSHIRE,NH,Hillsborough County,Carbon Monoxide (1971),,"Manchester, NH",FALSE,92,93,94,95,96,97,98,99,00,,,,,,,,,,,,,,,,,,,,,,1/29/01,,Not Classified,P,109565,33,011,D,CO.1990.Manchester,4/30/22
NEW HAMPSHIRE,NH,Hillsborough County,Carbon Monoxide (1971),,"Nashua, NH",FALSE,92,93,94,95,96,97,98,99,00,,,,,,,,,,,,,,,,,,,,,,1/29/01,,Not Classified,P,86494,33,011,D,CO.1990.Nashua,4/30/22
NEW HAMPSHIRE,NH,Hillsborough County,Sulfur Dioxide (2010),,"Central New Hampshire, NH",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,,,,9/20/19,,,P,17651,33,011,A,SO2.2010.Concord,4/30/22
NEW HAMPSHIRE,NH,Merrimack County,1-Hour Ozone (1979),Revoked,"Manchester, NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,146445,33,013,G,Ozone_1-hr.1990.Manchester,4/30/22
NEW HAMPSHIRE,NH,Merrimack County,8-Hour Ozone (1997),Revoked,"Boston-Manchester-Portsmouth (SE), NH",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,,,,,,,,,,3/4/13,,Moderate,P,15013,33,013,e,Ozone_8-hr.1997.Boston_NH,4/30/22
NEW HAMPSHIRE,NH,Merrimack County,Sulfur Dioxide (2010),,"Central New Hampshire, NH",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,,,,9/20/19,,,P,94372,33,013,A,SO2.2010.Concord,4/30/22
NEW HAMPSHIRE,NH,Rockingham County,1-Hour Ozone (1979),Revoked,"Boston-Lawrence-Worcester (E. Mass), MA-NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,P,164200,33,015,D,Ozone_1-hr.1990.Boston,4/30/22
NEW HAMPSHIRE,NH,Rockingham County,1-Hour Ozone (1979),Revoked,"Manchester, NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,P,47768,33,015,G,Ozone_1-hr.1990.Manchester,4/30/22
NEW HAMPSHIRE,NH,Rockingham County,1-Hour Ozone (1979),Revoked,"Portsmouth-Dover-Rochester, NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,P,83255,33,015,D,Ozone_1-hr.1990.Portsmouth,4/30/22
NEW HAMPSHIRE,NH,Rockingham County,8-Hour Ozone (1997),Revoked,"Boston-Manchester-Portsmouth (SE), NH",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,,,,,,,,,,3/4/13,,Moderate,P,286035,33,015,e,Ozone_8-hr.1997.Boston_NH,4/30/22
NEW HAMPSHIRE,NH,Rockingham County,Sulfur Dioxide (2010),,"Central New Hampshire, NH",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,,,,9/20/19,,,P,12430,33,015,A,SO2.2010.Concord,4/30/22
NEW HAMPSHIRE,NH,Strafford County,1-Hour Ozone (1979),Revoked,"Portsmouth-Dover-Rochester, NH",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,W,123143,33,017,D,Ozone_1-hr.1990.Portsmouth,4/30/22
NEW HAMPSHIRE,NH,Strafford County,8-Hour Ozone (1997),Revoked,"Boston-Manchester-Portsmouth (SE), NH",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,,,,,,,,,,3/4/13,,Moderate,P,91516,33,017,e,Ozone_8-hr.1997.Boston_NH,4/30/22
NEW JERSEY,NJ,Atlantic County,1-Hour Ozone (1979),Revoked,"Atlantic City, NJ",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Moderate,W,274549,34,001,E,Ozone_1-hr.1990.Atlantic_City,4/30/22
NEW JERSEY,NJ,Atlantic County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,274549,34,001,e,Ozone_8-hr.1997.Philadelphia,4/30/22
NEW JERSEY,NJ,Atlantic County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,274549,34,001,f,Ozone_8-hr.2008.Philadelphia,4/30/22
NEW JERSEY,NJ,Atlantic County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,274549,34,001,f,Ozone_8-hr.2015.Philadelphia,4/30/22
NEW JERSEY,NJ,Atlantic County,Carbon Monoxide (1971),,"Atlantic City, NJ",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,2/5/96,,Not Classified,P,44944,34,001,D,CO.1990.Atlantic_City,4/30/22
NEW JERSEY,NJ,Bergen County,1-Hour Ozone (1979),Revoked,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,W,905116,34,003,B,Ozone_1-hr.1990.New_York,4/30/22
NEW JERSEY,NJ,Bergen County,8-Hour Ozone (1997),Revoked,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,905116,34,003,e,Ozone_8-hr.1997.New_York,4/30/22
NEW JERSEY,NJ,Bergen County,8-Hour Ozone (2008),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,905116,34,003,d,Ozone_8-hr.2008.New_York,4/30/22
NEW JERSEY,NJ,Bergen County,8-Hour Ozone (2015),,"New York-Northern New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Moderate,W,905116,34,003,e,Ozone_8-hr.2015.New_York,4/30/22
NEW JERSEY,NJ,Bergen County,Carbon Monoxide (1971),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,92,93,94,95,96,97,98,99,00,01,,,,,,,,,,,,,,,,,,,,,10/22/02,,Moderate > 12.7ppm,W,905116,34,003,B,CO.1990.New_York,4/30/22
NEW JERSEY,NJ,Bergen County,PM-2.5 (1997),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,9/4/13,,Former Subpart 1,W,905116,34,003,g,PM-2.5.1997.New_York,4/30/22
NEW JERSEY,NJ,Bergen County,PM-2.5 (2006),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,,,,,,,,,,9/4/13,,Former Subpart 1,W,905116,34,003,g,PM-2.5.2006.New_York,4/30/22
NEW JERSEY,NJ,Burlington County,1-Hour Ozone (1979),Revoked,"Philadelphia-Wilmington-Trenton, PA-NJ-DE-MD",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-15,W,448734,34,005,C,Ozone_1-hr.1990.Philadelphia,4/30/22
NEW JERSEY,NJ,Burlington County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,448734,34,005,e,Ozone_8-hr.1997.Philadelphia,4/30/22
NEW JERSEY,NJ,Burlington County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,448734,34,005,f,Ozone_8-hr.2008.Philadelphia,4/30/22
NEW JERSEY,NJ,Burlington County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,448734,34,005,f,Ozone_8-hr.2015.Philadelphia,4/30/22
NEW JERSEY,NJ,Burlington County,Carbon Monoxide (1971),,"Burlington, NJ",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,2/5/96,,Not Classified,P,10993,34,005,D,CO.1990.Burlington,4/30/22
NEW JERSEY,NJ,Burlington County,PM-2.5 (1997),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,9/4/13,,Former Subpart 1,W,448734,34,005,g,PM-2.5.1997.Philadelphia,4/30/22
NEW JERSEY,NJ,Burlington County,PM-2.5 (2006),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,,,,,,,,,,9/4/13,,Former Subpart 1,W,448734,34,005,g,PM-2.5.2006.Philadelphia,4/30/22
